"Date","Tournament","Home.Team","Away.Team","Period","Clock","Offense.Team","Defense.Team","Offense.Team.Skaters","Defense.Team.Skaters","Offense.Team.Goals","Defense.Team.Goals","Player","Event","X.Coordinate","Y.Coordinate","Detail.1","Detail.2","Detail.3","Detail.4","Player.2","X.Coordinate.2","Y.Coordinate.2","sequence","pass_cluster"
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,373,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",5,4,0,0,"Yelena Provorova","Play",24,19,"","","","","Fanuza Kadirova",47,37,128,6
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,380,"Olympic (Women) - Switzerland","Olympic (Women) - Olympic Athletes from Russia",4,5,0,0,"Alina Muller","Incomplete Play",144,4,"","","","","Noemi Ryhner",195,37,130,8
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,387,"Olympic (Women) - Switzerland","Olympic (Women) - Olympic Athletes from Russia",4,5,0,0,"Alina Muller","Play",28,23,"","","","","Noemi Ryhner",30,41,132,2
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,387,"Olympic (Women) - Switzerland","Olympic (Women) - Olympic Athletes from Russia",4,5,0,0,"Noemi Ryhner","Play",30,41,"","","","","Alina Muller",48,36,132,6
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,388,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",5,4,0,0,"Fanuza Kadirova","Incomplete Play",174,23,"","","","","Polina Luchnikova",163,5,134,10
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,391,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",5,4,0,0,"Anna Shokhina","Incomplete Play",192,18,"","","","","Anna Savonina",180,36,135,7
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,393,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",5,4,0,0,"Anna Shokhina","Play",165,8,"","","","","Veronika Korzhakova",162,29,136,8
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,393,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",5,4,0,0,"Veronika Korzhakova","Play",162,29,"","","","","Anna Shokhina",181,9,136,8
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,396,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",5,4,0,0,"Anna Savonina","Play",137,18,"","","","","Anna Shokhina",152,5,136,1
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,398,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",5,4,0,0,"Alexandra Vafina","Play",185,8,"","","","","Anna Savonina",137,12,136,10
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,399,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",5,4,0,0,"Anna Savonina","Play",156,4,"","","","","Alexandra Vafina",185,8,136,8
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,405,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",5,4,0,0,"Anna Savonina","Play",143,11,"","","","","Angelina Goncharenko",127,36,138,3
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,408,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",5,4,0,0,"Angelina Goncharenko","Play",131,38,"","","","","Anna Savonina",167,11,138,1
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,410,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",5,4,0,0,"Anna Shokhina","Play",142,17,"","","","","Angelina Goncharenko",134,42,138,3
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,422,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",5,4,0,0,"Anna Savonina","Play",13,17,"","","","","Alexandra Vafina",58,11,139,6
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,423,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",5,4,0,0,"Angelina Goncharenko","Play",23,30,"","","","","Anna Savonina",13,17,139,2
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,430,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",5,4,0,0,"Valeria Merkusheva","Play",5,36,"","","","","Angelina Goncharenko",5,36,139,2
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,441,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",5,4,0,0,"Olga Sosina","Play",142,17,"","","","","Anna Shokhina",139,8,144,1
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,443,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",5,4,0,0,"Angelina Goncharenko","Play",131,21,"","","","","Olga Sosina",133,14,144,1
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,446,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",5,4,0,0,"Anna Shokhina","Play",190,27,"","","","","Angelina Goncharenko",134,8,144,10
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,450,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",5,4,0,0,"Olga Sosina","Play",133,12,"","","","","Anna Shokhina",195,33,144,8
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,451,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",5,4,0,0,"Valeria Pavlova","Play",151,5,"","","","","Olga Sosina",133,12,144,3
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,455,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",5,4,0,0,"Angelina Goncharenko","Play",133,3,"","","","","Valeria Pavlova",165,4,144,1
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,458,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",5,4,0,0,"Olga Sosina","Play",86,10,"","","","","Angelina Goncharenko",86,16,144,4
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,464,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",5,4,0,0,"Valeria Merkusheva","Play",2,40,"","","","","Olga Sosina",2,40,145,2
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,469,"Olympic (Women) - Switzerland","Olympic (Women) - Olympic Athletes from Russia",4,5,0,0,"Alina Muller","Play",80,2,"","","","","Sarah Forster",63,10,147,9
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,475,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",5,4,0,0,"Valeria Pavlova","Play",151,3,"","","","","Anna Shibanova",134,35,151,3
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,478,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",5,4,0,0,"Valeria Pavlova","Play",142,3,"","","","","Olga Sosina",139,2,152,1
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,478,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",5,4,0,0,"Olga Sosina","Incomplete Play",139,2,"","","","","Anna Shokhina",165,17,152,8
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,485,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",5,4,0,0,"Olga Sosina","Play",77,25,"","","","","Valeria Pavlova",123,14,154,4
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,488,"Olympic (Women) - Switzerland","Olympic (Women) - Olympic Athletes from Russia",4,5,0,0,"Noemi Ryhner","Incomplete Play",6,17,"","","","","Alina Muller",61,34,156,6
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,490,"Olympic (Women) - Switzerland","Olympic (Women) - Olympic Athletes from Russia",4,5,0,0,"Shannon Sigrist","Play",7,22,"","","","","Noemi Ryhner",6,17,157,2
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,496,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",5,5,0,0,"Anna Shibanova","Play",129,8,"","","","","Yelena Provorova",134,18,161,3
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,498,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",5,5,0,0,"Yekaterina Dobrodeyeva","Play",181,20,"","","","","Anna Shibanova",129,7,161,10
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,500,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",5,5,0,0,"Alexandra Vafina","Play",198,28,"","","","","Yekaterina Dobrodeyeva",193,25,162,7
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,502,"Olympic (Women) - Switzerland","Olympic (Women) - Olympic Athletes from Russia",5,5,0,0,"Lara Christen","Incomplete Play",4,21,"","","","","Evelina Raselli",7,31,164,2
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,504,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",5,5,0,0,"Anna Shibanova","Incomplete Play",146,2,"","","","","Yekaterina Dobrodeyeva",181,8,166,8
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,508,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",5,5,0,0,"Anna Savonina","Incomplete Play",154,2,"","","","","Alexandra Vafina",197,30,167,8
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,515,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",5,5,0,0,"Yekaterina Dobrodeyeva","Play",106,21,"","","","","Alexandra Vafina",113,40,170,4
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,516,"Olympic (Women) - Switzerland","Olympic (Women) - Olympic Athletes from Russia",5,5,0,0,"Dominique Ruegg","Incomplete Play",81,11,"","","","","Lara Christen",97,13,171,4
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,519,"Olympic (Women) - Switzerland","Olympic (Women) - Olympic Athletes from Russia",5,5,0,0,"Lara Christen","Play",107,7,"","","","","Dominique Ruegg",107,7,172,4
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,520,"Olympic (Women) - Switzerland","Olympic (Women) - Olympic Athletes from Russia",5,5,0,0,"Dominique Ruegg","Play",124,9,"","","","","Lara Christen",107,7,172,4
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,521,"Olympic (Women) - Switzerland","Olympic (Women) - Olympic Athletes from Russia",5,5,0,0,"Lara Christen","Play",111,18,"","","","","Dominique Ruegg",124,9,173,4
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,523,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",5,5,0,0,"Alexandra Vafina","Play",37,39,"","","","","Anna Savonina",55,38,174,6
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,527,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",5,5,0,0,"Alexandra Vafina","Play",32,4,"","","","","Valeria Pavlova",36,13,175,6
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,528,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",5,5,0,0,"Anna Savonina","Play",9,27,"","","","","Alexandra Vafina",32,4,176,6
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,532,"Olympic (Women) - Switzerland","Olympic (Women) - Olympic Athletes from Russia",5,5,0,0,"Sinja Leemann","Incomplete Play",142,4,"","","","","Rahel Enzler",159,9,178,1
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,534,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",5,5,0,0,"Yekaterina Dobrodeyeva","Play",25,3,"","","","","Valeria Pavlova",65,2,180,6
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,536,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",5,5,0,0,"Anna Shibanova","Play",7,26,"","","","","Yekaterina Dobrodeyeva",25,3,180,2
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,543,"Olympic (Women) - Switzerland","Olympic (Women) - Olympic Athletes from Russia",5,5,0,0,"Sinja Leemann","Play",77,11,"","","","","Lara Christen",66,20,185,9
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,546,"Olympic (Women) - Switzerland","Olympic (Women) - Olympic Athletes from Russia",5,5,0,0,"Rahel Enzler","Play",119,10,"","","","","Sinja Leemann",93,4,186,4
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,554,"Olympic (Women) - Switzerland","Olympic (Women) - Olympic Athletes from Russia",5,5,0,0,"Nicole Bullo","Play",14,18,"","","","","Evelina Raselli",34,29,188,2
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,556,"Olympic (Women) - Switzerland","Olympic (Women) - Olympic Athletes from Russia",5,5,0,0,"Lara Christen","Play",13,21,"","","","","Nicole Bullo",9,21,188,2
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,560,"Olympic (Women) - Switzerland","Olympic (Women) - Olympic Athletes from Russia",5,5,0,0,"Nicole Bullo","Play",79,7,"","","","","Lara Christen",57,19,189,9
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,563,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",5,5,0,0,"Liana Ganeyeva","Incomplete Play",46,5,"","","","","Maria Batalova",67,6,190,9
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,565,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",5,5,0,0,"Angelina Goncharenko","Play",6,31,"","","","","Liana Ganeyeva",29,5,191,2
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,567,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",5,5,0,0,"Anna Shokhina","Play",12,8,"","","","","Angelina Goncharenko",7,31,191,2
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,573,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",5,5,0,0,"Valeria Merkusheva","Play",12,39,"","","","","Anna Shokhina",11,38,192,2
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,580,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",5,5,0,0,"Yulia Smirnova","Play",9,21,"","","","","Liana Ganeyeva",42,12,197,6
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,583,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",5,5,0,0,"Anna Shokhina","Play",36,14,"","","","","Yulia Smirnova",10,13,197,2
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,584,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",5,5,0,0,"Yulia Smirnova","Play",6,31,"","","","","Anna Shokhina",36,14,197,6
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,587,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",5,5,0,0,"Yulia Smirnova","Incomplete Play",3,36,"","","","","Liana Ganeyeva",3,27,198,2
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,588,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",5,5,0,0,"Liana Ganeyeva","Play",3,36,"","","","","Yulia Smirnova",3,36,199,2
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,589,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",5,5,0,0,"Yulia Smirnova","Play",8,23,"","","","","Liana Ganeyeva",3,37,199,2
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,595,"Olympic (Women) - Switzerland","Olympic (Women) - Olympic Athletes from Russia",5,5,0,0,"Lena Marie Lutz","Play",65,35,"","","","","Lara Stalder",108,1,202,5
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,596,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",5,5,0,0,"Olga Sosina","Incomplete Play",104,5,"","","","","Anna Shokhina",110,31,203,4
"12/2/2022","Olympics 2022","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",1,597,"Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Switzerland",5,5,0,0,"Anna Shokhina","Play",81,27,"","","","","Olga Sosina",100,5,206,4
