"Date","Year","Tournament","Home.Team","Away.Team","Period","Clock","Home.Team.Skaters","Away.Team.Skaters","Home.Team.Goals","Away.Team.Goals","Player.Team","Player","Event","X.Coordinate","Y.Coordinate","Detail.1","Detail.2","Detail.3","Detail.4","Player.2","X.Coordinate.2","Y.Coordinate.2"
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,927,5,5,0,0,"Women - United States","Abby Roque","Takeaway",2,63,"","","","","",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,923,5,5,0,0,"Women - United States","Abby Roque","Dump In/Out",30,79,"","","","","",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,918,5,5,0,0,"Women - United States","Abby Roque","Faceoff Win",31,21,"Backhand","","","","Sarah Fillier",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,917,5,5,0,0,"Women - United States","Lee Stecklein","Puck Recovery",26,18,"","","","","",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,915,5,5,0,0,"Women - United States","Lee Stecklein","Play",10,11,"Indirect","","","","Alex Carpenter",44,3
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,914,5,5,0,0,"Women - Canada","Erin Ambrose","Puck Recovery",129,73,"","","","","",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,913,5,5,0,0,"Women - Canada","Erin Ambrose","Shot",131,66,"Slapshot","Blocked","t","f","",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,909,5,5,0,0,"Women - United States","Amanda Kessel","Puck Recovery",54,83,"","","","","",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,909,5,5,0,0,"Women - United States","Amanda Kessel","Play",64,82,"Direct","","","","Alex Carpenter",94,70
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,907,5,5,0,0,"Women - Canada","Natalie Spooner","Puck Recovery",108,22,"","","","","",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,905,5,5,0,0,"Women - Canada","Natalie Spooner","Zone Entry",125,59,"Carried","","","","Cayla Barnes",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,899,5,5,0,0,"Women - Canada","Natalie Spooner","Play",169,83,"Indirect","","","","Emma Maltais",187,63
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,895,5,5,0,0,"Women - United States","Amanda Kessel","Puck Recovery",26,84,"","","","","",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,895,5,5,0,0,"Women - United States","Amanda Kessel","Play",26,84,"Direct","","","","Abby Roque",38,64
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,894,5,5,0,0,"Women - United States","Abby Roque","Dump In/Out",38,64,"","","","","",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,891,5,5,0,0,"Women - Canada","Ella Shelton","Puck Recovery",103,1,"","","","","",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,891,5,5,0,0,"Women - Canada","Ella Shelton","Dump In/Out",103,1,"","","","","",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,886,5,5,0,0,"Women - Canada","Emma Maltais","Puck Recovery",91,20,"","","","","",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,884,5,5,0,0,"Women - Canada","Emma Maltais","Dump In/Out",123,14,"","","","","",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,884,5,5,0,0,"Women - Canada","Emma Maltais","Zone Entry",125,14,"Dumped","","","","Savannah Harmon",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,881,5,5,0,0,"Women - United States","Megan Keller","Puck Recovery",7,34,"","","","","",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,879,5,5,0,0,"Women - United States","Megan Keller","Play",24,3,"Direct","","","","Grace Zumwinkle",61,33
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,876,5,5,0,0,"Women - United States","Grace Zumwinkle","Zone Entry",126,17,"Carried","","","","Ella Shelton",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,873,5,5,0,0,"Women - United States","Grace Zumwinkle","Shot",185,36,"Wristshot","Missed","f","f","",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,872,5,5,0,0,"Women - Canada","Laura Stacey","Puck Recovery",36,50,"","","","","",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,866,5,5,0,0,"Women - Canada","Laura Stacey","Dump In/Out",121,78,"","","","","",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,866,5,5,0,0,"Women - Canada","Laura Stacey","Zone Entry",125,79,"Dumped","","","","Savannah Harmon",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,863,5,5,0,0,"Women - United States","Grace Zumwinkle","Puck Recovery",3,21,"","","","","",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,862,5,5,0,0,"Women - United States","Grace Zumwinkle","Play",2,25,"Direct","","","","Megan Keller",8,67
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,861,5,5,0,0,"Women - United States","Megan Keller","Play",5,68,"Direct","","","","Savannah Harmon",5,27
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,857,5,5,0,0,"Women - United States","Savannah Harmon","Play",44,10,"Indirect","","","","Kelly Pannek",90,5
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,854,5,5,0,0,"Women - Canada","Blayre Turnbull","Puck Recovery",57,77,"","","","","",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,846,5,5,0,0,"Women - Canada","Blayre Turnbull","Zone Entry",125,17,"Carried","","","","Savannah Harmon",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,845,5,5,0,0,"Women - Canada","Blayre Turnbull","Play",153,29,"Direct","","","","Rebecca Johnston",163,21
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,844,5,5,0,0,"Women - Canada","Rebecca Johnston","Shot",170,22,"Snapshot","On Net","f","f","",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,842,5,5,0,0,"Women - United States","Jesse Compher","Puck Recovery",29,60,"","","","","",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,835,5,5,0,0,"Women - United States","Jesse Compher","Dump In/Out",112,4,"","","","","",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,835,5,5,0,0,"Women - United States","Jesse Compher","Zone Entry",125,5,"Dumped","","","","Jocelyne Larocque",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,833,5,5,0,0,"Women - Canada","Jocelyne Larocque","Puck Recovery",1,59,"","","","","",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,833,5,5,0,0,"Women - Canada","Jocelyne Larocque","Play",1,59,"Indirect","","","","Emily Clark",40,1
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,829,5,5,0,0,"Women - Canada","Emily Clark","Dump In/Out",37,6,"","","","","",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,827,5,5,0,0,"Women - United States","Megan Bozek","Puck Recovery",95,69,"","","","","",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,826,5,5,0,0,"Women - United States","Megan Bozek","Dump In/Out",106,53,"","","","","",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,825,5,5,0,0,"Women - United States","Megan Bozek","Zone Entry",125,46,"Dumped","","","","Renata Fast",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,823,5,5,0,0,"Women - Canada","Renata Fast","Puck Recovery",14,59,"","","","","",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,821,5,5,0,0,"Women - Canada","Renata Fast","Play",14,75,"Direct","","","","Marie-Philip Poulin",32,62
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,821,5,5,0,0,"Women - United States","Abbey Murphy","Puck Recovery",157,29,"","","","","",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,820,5,5,0,0,"Women - United States","Abbey Murphy","Play",144,15,"Indirect","","","","Hayley Scamurra",190,15
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,817,5,5,0,0,"Women - Canada","Renata Fast","Takeaway",4,65,"","","","","",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,817,5,5,0,0,"Women - Canada","Renata Fast","Play",4,65,"Direct","","","","Jocelyne Larocque",2,31
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,815,5,5,0,0,"Women - Canada","Jocelyne Larocque","Play",9,10,"Direct","","","","Emily Clark",30,3
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,814,5,5,0,0,"Women - Canada","Emily Clark","Play",31,4,"Direct","","","","Rebecca Johnston",50,43
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,813,5,5,0,0,"Women - United States","Hayley Scamurra","Takeaway",161,65,"","","","","",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,811,5,5,0,0,"Women - United States","Hannah Brandt","Puck Recovery",156,52,"","","","","",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,811,5,5,0,0,"Women - United States","Hannah Brandt","Play",153,44,"Indirect","","","","Megan Bozek",150,75
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,809,5,5,0,0,"Women - United States","Megan Bozek","Shot",150,75,"Slapshot","Missed","f","f","",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,807,5,5,0,0,"Women - Canada","Marie-Philip Poulin","Faceoff Win",31,20,"Backhand","","","","Hannah Brandt",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,805,5,5,0,0,"Women - Canada","Jocelyne Larocque","Puck Recovery",5,29,"","","","","",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,804,5,5,0,0,"Women - Canada","Jocelyne Larocque","Play",4,18,"Indirect","","","","Marie-Philip Poulin",22,1
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,801,5,5,0,0,"Women - Canada","Marie-Philip Poulin","Play",28,1,"Direct","","","","Sarah Nurse",65,2
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,798,5,5,0,0,"Women - Canada","Marie-Philip Poulin","Puck Recovery",7,20,"","","","","",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,795,5,5,0,0,"Women - Canada","Marie-Philip Poulin","Play",21,62,"Direct","","","","Brianne Jenner",37,76
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,793,5,5,0,0,"Women - Canada","Brianne Jenner","Play",55,76,"Direct","","","","Sarah Nurse",101,16
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,791,5,5,0,0,"Women - Canada","Sarah Nurse","Zone Entry",124,8,"Carried","","","","Megan Bozek",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,789,5,5,0,0,"Women - Canada","Sarah Nurse","Shot",179,14,"Wristshot","Blocked","t","f","",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,786,5,5,0,0,"Women - United States","Lee Stecklein","Puck Recovery",10,15,"","","","","",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,786,5,5,0,0,"Women - United States","Lee Stecklein","Play",33,5,"Direct","","","","Kendall Coyne Schofield",58,11
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,784,5,5,0,0,"Women - United States","Kendall Coyne Schofield","Play",86,14,"Direct","","","","Hilary Knight",100,59
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,780,5,5,0,0,"Women - Canada","Jocelyne Larocque","Puck Recovery",17,21,"","","","","",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,779,5,5,0,0,"Women - Canada","Jocelyne Larocque","Play",3,19,"Indirect","","","","Sarah Nurse",20,25
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,777,5,5,0,0,"Women - United States","Hannah Brandt","Puck Recovery",173,85,"","","","","",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,775,5,5,0,0,"Women - United States","Hannah Brandt","Play",178,82,"Direct","","","","Hilary Knight",199,47
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,773,5,5,0,0,"Women - United States","Hilary Knight","Play",197,40,"Direct","","","","Megan Keller",170,30
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,770,5,5,0,0,"Women - United States","Hilary Knight","Puck Recovery",193,28,"","","","","",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,769,5,5,0,0,"Women - Canada","Sarah Fillier","Faceoff Win",80,64,"Backhand","","","","Abby Roque",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,769,5,5,0,0,"Women - Canada","Natalie Spooner","Puck Recovery",78,68,"","","","","",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,769,5,5,0,0,"Women - Canada","Natalie Spooner","Play",78,68,"Direct","","","","Claire Thompson",54,50
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,766,5,5,0,0,"Women - Canada","Claire Thompson","Puck Recovery",5,14,"","","","","",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,765,5,5,0,0,"Women - Canada","Claire Thompson","Dump In/Out",17,6,"","","","","",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,761,5,5,0,0,"Women - United States","Megan Keller","Puck Recovery",52,72,"","","","","",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,758,5,5,0,0,"Women - United States","Megan Keller","Play",3,57,"Indirect","","","","Cayla Barnes",8,73
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,756,5,5,0,0,"Women - United States","Cayla Barnes","Play",26,79,"Direct","","","","Alex Carpenter",77,27
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,753,5,5,0,0,"Women - United States","Alex Carpenter","Zone Entry",125,14,"Carried","","","","Erin Ambrose",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,752,5,5,0,0,"Women - United States","Alex Carpenter","Shot",150,7,"Wristshot","On Net","f","f","",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,749,5,5,0,0,"Women - United States","Abby Roque","Faceoff Win",169,21,"Backhand","","","","Blayre Turnbull",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,747,5,5,0,0,"Women - United States","Amanda Kessel","Puck Recovery",170,19,"","","","","",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,744,5,5,0,0,"Women - United States","Amanda Kessel","Play",150,5,"Direct","","","","Alex Carpenter",179,5
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,741,5,5,0,0,"Women - United States","Alex Carpenter","Play",176,4,"Direct","","","","Amanda Kessel",165,8
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,739,5,5,0,0,"Women - United States","Megan Keller","Puck Recovery",138,26,"","","","","",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,738,5,5,0,0,"Women - United States","Megan Keller","Shot",132,33,"Wristshot","Missed","t","f","",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,737,5,5,0,0,"Women - United States","Amanda Kessel","Shot",163,42,"Deflection","On Net","t","f","",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,736,5,5,0,0,"Women - United States","Abby Roque","Puck Recovery",179,44,"","","","","",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,736,5,5,0,0,"Women - United States","Abby Roque","Shot",184,50,"Wristshot","On Net","f","f","",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,733,5,5,0,0,"Women - Canada","Blayre Turnbull","Faceoff Win",31,20,"Forehand","","","","Kelly Pannek",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,733,5,5,0,0,"Women - Canada","Renata Fast","Puck Recovery",29,17,"","","","","",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,732,5,5,0,0,"Women - Canada","Renata Fast","Play",11,23,"Direct","","","","Rebecca Johnston",31,55
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,728,5,5,0,0,"Women - Canada","Rebecca Johnston","Play",51,67,"Direct","","","","Blayre Turnbull",117,13
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,725,5,5,0,0,"Women - Canada","Blayre Turnbull","Puck Recovery",121,1,"","","","","",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,725,5,5,0,0,"Women - Canada","Blayre Turnbull","Dump In/Out",121,1,"","","","","",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,725,5,5,0,0,"Women - Canada","Blayre Turnbull","Zone Entry",125,1,"Dumped","","","","Megan Bozek",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,723,5,5,0,0,"Women - United States","Maddie Rooney","Puck Recovery",3,44,"","","","","",NA,NA
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,722,5,5,0,0,"Women - United States","Maddie Rooney","Play",3,44,"Indirect","","","","Savannah Harmon",3,44
2022-08-02,2022,"Olympics 2022","Women - United States","Women - Canada",1,721,5,5,0,0,"Women - United States","Savannah Harmon","Play",4,61,"Indirect","","","","Kelly Pannek",6,41
